chunk_id,window_start,window_end,text,0ld_binary_hit,confidence,binary_hit
45,1:30:00,1:32:00,"[01:30:00–01:30:30]
Speak to this. However, the FA policy has currently allowed, allows with parental consent for a
student to be pre called by a preferred nickname and preferred pronoun that is absolutely prohibited
by the law. And again, I think it's important for those of us to understand it's not this board's
local decision on that. And in fact, it's not even the penalty doesn't fall to the school district.
It doesn't fall to the administrator at the campus. It falls to the employer.

[01:30:30–01:31:00]
to the employee, whatever that employee may be, whether it be a counselor or a school teacher. So if
they if they are um uh uh engaging in uh social transitioning as defined by the law and again I'm
gonna refer you back to the sections I spoke to um that individual could lose their uh teaching
certificate and uh their livelihood. And so we're not gonna um ask that our staff members do that
here in KDISD. Thank you for the clarification. That's what I was looking for. Mr Mr President I
just want to reiterate something that Ms.

[01:31:00–01:31:30]
something that Mr. Graham said. I just want to make sure. So the the law, the paw the policy FA is
not going to be rewritten until October, but this becomes effective September 1st. So so the way I
kind of see it is this is kind of in lieu of a new policy, it's it's like a it's like a bridge. Yes,
that's a good way things mister is it's like a a holder you know of sorts until we can get the
policy instated and I think that was a good point that uh Mr. Graham made. I just want to make sure

[01:31:30–01:32:00]
everyone heard that. There are no other comments. I'll understand a motion. Mr. President, I move
that the Board of Trustees approves. I uh apologize if I have the wording wrong, but approves um
agenda item 9.1 to consider SB twelve. Second. We have a motion from Ms. Gozilla. And a second from
Ms. Calvin.",0,5,0
46,1:32:00,1:34:00,"[01:32:00–01:32:30]
Uh board uh so is moved and seconded that the board of trustees approves Senate bill the item 9.1
Senate Bill 12 resolution. Uh we'll now proceed to vote. Board members please record your vote on
the screen via your keypad. The motion passes 70. We'll now move on to item 9.6. Consider board
approval of the proposed 2025 2026 official budget for Katie Independent School District.

[01:32:30–01:33:00]
Ms. Kazell, would you like to start us? Thank you, President Rudmund. Um I really appreciate um I
think it's important to discuss this further. I'm s I'm still um slightly uh I I want more
information about the tax rate. Um and I kind of I brought it up last week and I really appreciate
Mr. Smith um trying to help me here. Um I I went back so I remember what you said. I so I asked, um
we're proposing a 1.11 tax rate, which is the same rate that we proposed last year.

[01:33:00–01:33:30]
Yet on this document that I'm referring to, board, it's the attachment called Notice of Public
Hearing. It's the sheet, if you will, the summary of the tax rates being proposed and the reasoning
why, I guess. So in the middle there, there's a section called comparison of proposed rates with
last year's rates, and that's what I'm zeroing in on. And it it says last year's rate 1.11, and then
it says the rate to maintain the same level of maintenance and operations revenue.",0,5,0
47,1:34:00,1:36:00,"[01:34:00–01:34:30]
Revenue and to pay debt service would actually be 1.06 rounded up. So five cent difference, which is
kind of significant in the tax world. And I had asked the question like, so we're not raising the
tax rate, that's great. It's always great, but we're not lowering it. And do we have an opportunity
to lower it? And I remember I remember you explaining well, we have more right, the state has this
year as everyone.

[01:34:30–01:35:00]
knows, hopefully, that the state has come through big time to pay for raises for most of the
teaching staff, teaching staff. So it it it seems backwards. Like I would think that if if we've
we've got funding this year, then we shouldn't need to raise as much this year. It's my simple
logic. Um so then I looked back last year to see well, would this look like last year? And there was
no change, it was fairly a wash.

[01:35:00–01:35:30]
To rate maintain the same maintenance and operation. So didn't jump out to me. The year prior
though, in 2023, there was quite a big jump, and that was when it was ratcheted down quite a bit.
From uh I think it was 1.30 in 2023. And we lowered it at to 1.11 at that point. So maybe if you
could help me, and I'm asking this for to be able to clarify to the to the taxpayer, the voters,
people who who asked me questions so I can explain it well, and maybe they're listening.

[01:35:30–01:36:00]
But maybe in 2023, could you describe what was going on that we could lower it? I don't have that.
You can give me a minute, I'll look for it. But I don't have what uh what you're specifically
speaking of in 2023. The the big decrease. But it's in 2023, our legislation put the mil billions of
dollars towards buying down our tax rate that year. Right. Okay. Thank you. Which they did not do
this year. Sure. But they did pay for uh teacher salaries, if you will. The raises. Excuse me.",0,5,0
48,1:36:00,1:38:00,"[01:36:00–01:36:30]
the raises. Okay. I'll start from the beginning. Thank you. Um when the legislature passed House
Bill two, they provided additional funds. Um well let me back up a little bit more. TEA sets our tax
rate. Let's just call it what it is. TEA sets our maximum compressed tax rate. We fill in a form
that they post in the summertime, probably July, they posted it. Uh those we filled it in. Most
districts have the same.

[01:36:30–01:37:00]
MCR maximum compressed rate that we do. And then you add on the local enrichment pennies. Okay, on
top of that. That's what we're publishing as the rate anticipated. So we really don't have any say
in that with the rate anticipated. Why that's showing a decrease in the rate is because the amount
to maintain what we made in the 24-25 school year com when you just put in the new funding amounts

[01:37:00–01:37:30]
amounts drives that rate down. But those new funding amounts are what's driving that rate down. But
you have to you have to have that rate that the state uh uh requires us to have in order to raise
that kind the same amount of money as we raised locally as we can raise locally. I'm sorry, I'm I'm
fumbling for words because I'm thinking too fast. So essentially

[01:37:30–01:38:00]
that that mac that maximum compressed rate, I said it better last week. Um that maximum compressed
rate is set for us, and that advertised amount is only getting pushed down because of the new money
we're getting from the state. It just takes that it doesn't take anything else into account, it just
says you're getting new money, and because you're getting new money, that's what your rate should be
in order to maintain the same amount as you read last year. Period. Well, we're spending that new
money. Okay? So if we didn't have to spend that money, uh and there was no string.",0,5,0
49,1:38:00,1:40:00,"[01:38:30–01:39:00]
And there was no strings attached to it, then that rate could technically go down. But again, that
would be the maximum compressed rate that would go down. You can't change the maximum compressed
rate. You can't you can't add to it, and you can't get lower than that maximum compressed rate. The
only say that any local board has in its tax rate, uh their maintenance and operations tax rate, is
the compressed pennies. Or in our case, the eleven point oh two pennies that are on top of that
compressed rate.

[01:39:00–01:39:30]
Outside of that, we have no say so in there, right? None. Couldn't lower it. Couldn't raise it. If
we lower the rate, we're raise it, we're lowering the eleven point zero two pennies. And the only
way to get those back would be to go to a voter approval amount, period. That's when I've said I'll
pull the fire alarm or fake a fake a uh uh heart attack in order to stop and be able to somehow tell
the board, uh, we can't do that because we'll never get it back and we'll go bankrupt. Okay, so
thank you. I appreciate your patience. The

[01:39:30–01:40:00]
So is it a is it a a judgment call or a uh to to since the the difference is to to not lower it then
be out of um because you do have to go to to the public if you need to raise it again. Is that kind
of what we're is that really the what's going on? I guess I don't understand your question. Um if we
lower the rate, I apologize. If we lower the rate, we need to raise it again. Right. So is that",0,5,0
50,1:40:00,1:42:00,"[01:40:00–01:40:30]
the main factor driving this here? No. No. The main factor driving that is the additional monies
that we got from the state of Texas through House Bill two. It's adding revenue to the state funding
formulas. Because it's adding revenue to the state funding formulas, it's driving the amount to
maintain the same amount as last year. It's driving it down. I hear you. But but that revenue has to
be accounted for. And because it's there's an expense associated with it. Thank you. Let's go back
to twenty twenty-three. We don't have to speak

[01:40:30–01:41:00]
specifics, but it it was lowered by twenty-three cents the tax rate. Uh-huh. When the state did
what? And why were we able to lower it then? Because the state at that point dr bought down the MCR,
the maximum compressed rate. Okay. Okay. And so when they buy that down, they're paying for it.
Okay? When they set it, they're paying for it. If the rate were to go up, we would get less state
funds. If the rate were to go down, we get more state funds. They gave us more state funds.

[01:41:00–01:41:30]
and drove that tax rate down intentionally. Instead that's what they did a for set th three or four
years in a row, and you could see that on the graph. But on but in this case, they're not doing
that. They're not driving that rate down. They're just offering a homestead exemption. Uh an
additional homestead exemption from a $100,000 to $140,000. In this case, they added to our revenue.
Whereas two years ago, they directly.

[01:41:30–01:42:00]
For uh many times in this room, not one penny went to the classroom. Not one penny. It was
additional monies that a big amount into public education, but not one penny went into the
classroom. It was all to drive down the tax rate. Yep. Okay. I think that clears it up. I appreciate
it very much. Okay. And I will tell you that that formula and those little notices have been there
for the last 20 years, and it's confusing. It's confusing to everybody. And uh",0,5,0
51,1:42:00,1:44:00,"[01:42:30–01:43:00]
and it's not not KDISD or anybody in management here doing that. That's all coming from from the
Texas. Thank you. Yeah. And I I think it warrants some questions. And and and I'll t I'll tell you
what drives the the calculations in that notice is um a third party uh uh organization who provides
that template to ISDs across the state to make that calculation. I think it's right. What if it's
not? I I I mean, I I I I don't know. I I I do think it's right and and um it's it's

[01:43:00–01:43:30]
it's a wonderful tool that we use. Um it is extremely confusing. And I can go through it uh and my
staff has gone through it uh in details and we trace it and everything in there is correct. It just
gives a wacky result. I think another thing to look at, uh Ms. Cazello, that maybe it's uh something
that could that benefit you, if you take the numbers to the right of that and you add them together,
they're gonna presume they're gonna normally uh uh the local portion, the dollar amount.

[01:43:30–01:44:00]
uh and uh uh per student and then the state amount per student if you add those together
historically those are very similar from the top one to the bottom with the rate to maintain and the
proposed all three of them are very similar if you add them together they just shift money from the
state and local in this case if you added them together you're gonna see that the the bottom one's
gonna produce more money the the the the middle one the one that you're questioning is probably and
I'm I'm going off of memory on this",0,5,0
52,1:44:00,1:46:00,"[01:44:00–01:44:30]
but the middle one is going to be very similar to the one above it. If you add those two together,
state and local, it's going to be very similar to the to the middle one. And then you see that the
bottom one is going to generate a lot more money. Okay. That's the money that the state gave us. Um
but in order to get that money we have to for raise that same rate, the tax rate. Yep. Okay. Thank
you very much. Any other discussion board Mr President. Ms. Fox. I move the board can

[01:44:30–01:45:00]
uh approve the proposed 2025-2026 official budget for KD Independent School District. Second. We
have a motion and a second to consider or to approve the proposed 2025-2026 official budget for
Katie Independent School District. We will now proceed to vote. Board members please record your
vote on the screen via your keypad. The motion passes 70. We'll now move to item nine point nine,
consider board approval to award a

[01:45:00–01:45:30]
contract for design services necessary for a new opportunity awareness awareness center facility.
Ms. Casella? Thank you, Mr. Trustee Redman. I appreciate the time to bring this to the board's
attention. I think it's extremely important. So I just want to uh make sure I understand the agenda
item um does say um that the facility that's being proposed um for a a plan for expenditure on a
plan

[01:45:30–01:46:00]
is a new OAC facility that's uh 16 classrooms versus 37 rooms they have today, uh, and that it would
be ready in August of 2027. So um it so it's kind of key this timeline. This is two years from now,
two calendar years from now. Um we did hear from not just one teacher, it is uh multiple staff
members that are very concerned, and and perhaps this is something we can um to work on, but um none
of them are really.",0,5,0
53,1:46:00,1:48:00,"[01:46:00–01:46:30]
clear. This is the impression I'm getting from many of them that they're they weren't clear about
these plans. They never heard about it. And these are people who take great pride in what they do.
Anyone listening, if you don't know what the OAC is, I'll I'm gonna say it very simply, but it's off
campus suspension and places where students need to go for um some discipline, uh temporarily,
usually. Um so very important what they do, they take pride in it. Some of them have been there ten
plus years. Um they'd love to be included in uh the plans, uh, give their input.

[01:47:00–01:47:30]
they're the ones who are on the front line there. So their concerns are, and excuse me, they they
also do understand the the the reason precipitating this is the need for Miller to take over their
current building. Miller is in high demand so I do understand that. I think we have a communication
communication that we need to improve with the the with this staff. They're concerned about the
instructional quality of what they're going to offer. These students go there to they still have to
learn

[01:47:30–01:48:00]
Learn, right, and do their assignments. Um, and now there's only going to be 16 classrooms. I don't
think the number of students who need the OAC is gonna change per se. Hope it gets better, right?
Um, so I'm voicing some of their concerns. I also understand there's new legislation. Dr. Gogorski,
you mentioned that, that is at play here. I would like to hear more about that. I want to finish up
here. The um so will the students have access to counselors, social workers, drug and alcohol
counselor, the library.",0,5,0
54,1:48:00,1:50:00,"[01:48:00–01:48:30]
like they do today? Are they still going to experience the learning environment when they're going
from 37 classrooms to 16? It's a building half the size of what they've got. They uh so they just
request to know in a timely fashion. A lot of them uh, you know, they have transportation needs to
get there. They are they're used to going to this central location, there's family decisions that
need to be involved. We I understand there would not be any um the plan is that no one's losing
their job, but they may be.

[01:48:30–01:49:00]
taking different positions around the district. They want to know ahead of time and be included. So
I'm sure we can work on that. But what is happening with the DAP? Discipline, something or something
plan. You know better. That I understand there's a virtual model, which kind of blows my mind a
little bit. I mean, it sounds like online OAC. How does that work? And how is that discipline
versus? It sounds like a reward to me. Can you speak to that? Yeah, that's a lot to unpack. Sorry.
But I'll try to put everything.

[01:49:00–01:49:30]
in my head and get that back out. So let's first talk about the communication of long range
planning. Uh it's not uncommon for the district to come up with future long range plans, but not
include every employee in that down the line. Uh I do feel the need that employees do uh hear what's
going on and understand that. That's important to me as well. You might recall a similar plan we
just did uh in the last couple of years, which was um Raines High School. Okay. So Rains was in that
building as well. So we found funding through our bond funds and some other funds to put together,
and we said we're gonna design this new.

[01:49:30–01:50:00]
going to design this new plan. So people got together with their expertise and put that plan
together and then we went in and said once we had gained approval and the board was supportive of
that, we said, okay, now let's go in and talk to all the employees about what the future looks like.
Answer all those questions. Do everything you've asked. When you do it the opposite way, you're kind
of putting the cart before the horse that we've gone in and asked all these employees feedback,
information, whatever, but we don't know we're building this thing. Okay. But it is important, like
I said. So we did that with the same communication plan, same process when we",0,5,0
55,1:50:00,1:52:00,"[01:50:00–01:50:30]
did RAIN's. Very similar process when we just did BTP. Okay. So we've got a BTP program that's over
in that building as well. We bought the Merchants' Way. We sat with the experts. We designed what
that would look like, and then we told the employees this is the future of the district, and here's
how it works, and here's the opportunities, and so forth. So that would happen too. So that's just
been our consistent model on how that goes. But I get the concern. We also got to remember that this
is a long range plan, okay? So there's time in there to educate.

[01:51:00–01:51:30]
everybody what's going on. Once we s uh if we were to gain approval from the board to continue this
model, put this together, then it gives us time over the next year or two. I'm aware of the
communications you received from at least one employee. I didn't know if there was more than one,
but I received one from one employee and it acted like we were shutting them down tomorrow and
everyone lost their jobs. Okay, that's not what's going on. Okay. I thought we were pretty clear
with the timeline that once we start designing this, building this, see what the needs are.

[01:51:30–01:52:00]
that that would be a long range plan, that everything would get answered and so forth, and nobody's
losing jobs. But is it a different model? Absolutely. Can we continue? So I guess this would be my
rhetorical question that I'm not asking really, but I'm going to ask it. We've seen what's happened
with public school funding over the last six years or three sessions, guys. Remember, we didn't get
the basic allotment, not one penny of that since 2019, and then we got a small adjustment this year.
What I've communicated",0,5,0
56,1:52:00,1:54:00,"[01:52:00–01:52:30]
to the board previously, and I'll say it publicly, we can't continue some of our models the same way
in Katie that we've always done them because of funding. Okay? We have to look at newer models, we
have to look at more efficient models, we've got to look at different models. And I know that means
change for some people, okay? But guys, we've been doing the OAC probably the same way roughly since
1981. Okay. And so that's our DAP, our discipline alternative education program. But we're going to
change the model. And some of those flexibilities did come in recent legislation.

[01:52:30–01:53:00]
Legislation, and that's your um I think it's House Bill 6 or whatever one it is that drives this.
But we do envision a different way to educate kids a little differently and more efficiently, and we
are going to cut out some things with that. I mean, I want to be transparent to tell you, but the
building we're building, it does not have a gymnasium and a and a PE program. It does not have a
library. But will kids still access a library? Heck yeah, they will. We've got online libraries, we
can teach kids. Teachers will still work with kids. You know, I mean just a little bit different
model and more efficient in there. So the the

[01:53:00–01:53:30]
new legislation gives us opportunity to build in-person DAP type models, hybrid type schedules,
virtual schedules, and all sorts of other things like that, or combination of those things. So we
are looking at doing some things differently with the kids that do that and scaling it back a little
bit. Some of the things I would just point to, just right off the top of my head, of thinking about
what kind of kids we're talking about. Yeah, we serve kids over there who are mostly on a mandatory
placement, but there's probably a big difference, and I think everyone would agree between the

[01:53:30–01:54:00]
type of kid who is a great kid for three or four years and a first time offender makes a mistake,
it's nonviolent, it's not anything where they're disrupting the education environment, and but we
have to send them to a DAP by state law, okay? Versus the kid who's there who's disruptive all the
time, fighting all the time, assaulting people. Those are two types of kids. Our current model
treats them all the same. You go to DAP, you do it exactly the same way, you get a 30 or 45 day
placement, whatever that placement is. So can we be more creative?",0,5,0
57,1:54:00,1:56:00,"[01:54:00–01:54:30]
to treat some kids differently? Well, now the state's saying yes, you can. How could we create that
differently? Can I give you a partial school day? Can I give you a day that's three or four hours
and some virtual programming? Can I give you all virtual programming? Guys, we're still working on
that piece of the model, but I can assure you what the goal is here is to shrink that thing down and
not spend as much money educating the kids we've cha educated that way and spend those dollars
differently because that's what we're all tasked with. I think everybody wants me to look for.

[01:54:30–01:55:00]
more efficient ways to educate kids, ways we can stretch our dollar a little bit better, not spend
more of the taxpayer dollars to do that. And this is one of those examples to do that. Okay. Um but
uh yeah it will it will be a change. So hopefully that helps. Yeah I appreciate it. Thank you. I
think um you know what's different here you you you talk about reigns um and you talk about the new
BTP that's gonna be in merchants way. And you know what's different with that though is that there
were we're we're just uh moving right and and creating in those two examples in here

[01:55:30–01:56:00]
we're actually downsizing. So we need to make sure we say that. That's it's it's downsizing by half
almost, is what I see. Um and I understand um running more efficiently when we can. Um so I think
just trying to highlight that that communications, communication is extremely important in this one
here for for sure, since we're downsizing. I'm sure you understand that, and that's why I'm
highlighting that. I think that's why we we have some um not some, just many, um, that are ultra
sensitive about it. And I",0,5,0
58,1:56:00,1:58:00,"[01:56:00–01:56:30]
I understand that. So um so in actuality we are going to have online OAC, if you will. What would
you call it? Which part would I call? Uh oh the the virtual you said hybrid model of DAEP or what we
offer it? OAC, we don't have a hybrid model right now. Correct. We would be offering a hybrid model,
and I'm when you said hybrid, I'm assuming that means online, partially or fully, or can you speak
to any of that? Or is it still in planning stage?

[01:56:30–01:57:00]
Still in the planning stage a little bit, uh the board may remember that we are looking at more
innovative pathways of uh more programs. We're processing and trying to build out all our coursework
to offer every class we can that would include a high school diploma for virtual students. Once we
get that in place next year, then I'll know a little bit more about what courses can be offered, how
that's been designed, how that works for traditional students, and then how can we apply that over
into a DAP type model. There is some law out there, I can't remember from the education code, but I
think

[01:57:00–01:57:30]
right now DAEP has to be a minimum of five hours a day. Could I maximize the staff and maximize the
space by doing two split shifts of that? Possibly. Can I do it differently for some kids, like I
said, who could choose a full virtual model, possibly, depending on what they had done and what's
going on there? There is a provision in the law that says you can expel somebody, okay, expulsion
virtually. Okay. That could be an option for some students to put your expulsions into a virtual
environment.

[01:57:30–01:58:00]
Those are just all the options that are out there. But our goal is overarching. Yeah, we we are
planning on shrinking the model and making a lot of efficiency with it than what our currently
program is because it's just uh getting too expensive. So it's fair to thank you. It's fair to say
that uh staff should know that uh they're not all going to be in the OAC two years from now. There's
if you're shrinking You bet. Yes. Yes. To expect that. Yes. Thank you. Mr. President.",0,5,0
59,1:58:00,2:00:00,"[01:58:00–01:58:30]
President? Okay. I'd like to say something about this. The in the I have a question and a statement.
And the thirty seven rooms that we have, aren't aren't some of those you being used for BTP program?
Yeah, that's a good question. I couldn't confirm. I don't know the floor plan of how many actual
classrooms are in the OAC. Uh I d I don't know. They said thirty seven. But some of those r will be
not needed anymore when the BTP program moves over, so it wouldn't be a complete twenty one.

[01:58:30–01:59:00]
21 non used you you know I mean they're already going to be moving out and so then already if if if
the number of the board would now remember that number was provided by a teacher who said that they
have thirty-seven classrooms going on with instruction. I can't confirm or deny that. It could be
thirty-seven classrooms, which may or may not include the classrooms you're describing, Miss
Champagne. I don't know if it does or not. And then another thing I'd like to say is is I've known
some kids that were in in the um OAC and sometimes there's only two or three

[01:59:30–02:00:00]
kids in a classroom. Yes. So you'll have a whole classroom that's made for thirty kids and there'll
be three kids in there. So it's already kind of under it's all I don't know all the time every day,
but I just know for one example, there was a 45 day time period where there was three kids in a
classroom. I that's the only thing I can attest for that one classroom, that one time period. That
so that probably happens, you know, more than what we think.",0,5,0
60,2:00:00,2:02:00,"[02:00:00–02:00:30]
And so that's an under utilization of a of a big classroom just for three kids in a two month time
period. And so maybe we don't need a whole classroom for three kids. Mr. President. Ms. Fox. I also
was um had some conversation with uh some teet some teachers from the OAC and I welcome their input.
It's how we do our job well is to understand who they are and and what their questions are. So uh
Mrs. Cusella has asked the questions they asked.

[02:00:30–02:01:00]
The point I want to make is that having watched this many times for many programs over many years
from the time I was a brand new PTA mom of moving here, how the district takes change and takes
input and includes people in conversations and you dialogue that you will not make this decision
without their input, that I know. And so this first thing is a it's just a it's just a start, it's a
drawing, it's a

[02:01:00–02:01:30]
it's a uh architect's drawing is what we're voting on tonight. We're not voting on accepting the
whole thing, we're voting on looking at it. And I appreciate your vision. I appreciate you looking
for every saving possible because we are not receiving full funding from the state for the kinds of
educational services that we have been delivering for years. And I know that you are looking under
at every doorway, at every chair, at every desk, of how we can be more efficient and use better.

[02:01:30–02:02:00]
And I too was a substitute teacher before I came to this desk, like like Mrs. Kuzella was. And I
substituted at the OAC three kids in the classroom. More than 20 years ago, but that's what I
experienced when I was there as well. And I know that I don't know what the teacher student ratio
was, but that was what immediately came to mind. What's the teacher student ratio? And how can we
maximize that? And I like the idea of a hybrid model.",0,5,0
61,2:02:00,2:04:00,"[02:02:00–02:02:30]
And getting them there and keeping them there was a challenge back in the day when I was there. So
if if we could find a hybrid model that would still be successful and help those boys and girls get
the services they need and the the rethinking that they need to go back to the traditional
classroom, that's the point, right? And how that works. And I trust our educators in doing that and
in giving you great feedback. So I I know it'll be worked out, and I I trust you for bringing that
to us.

[02:02:30–02:03:00]
So I I'm not done on the board when we've done something like this, so maybe I don't um I think I'm
okay I understand change is needed and um we've been given some more tools and options from the
state and that's good. And I appreciate your willingness to redesign. I think where I'm caught off
guard a little bit is that we're so far down the road and I'm hearing about it only once we are down
the road. And I think as a board member I would have hoped that we would have been informed ahead of
time maybe that this was something that it was on the horizon. But I the first I heard of it was

[02:03:00–02:03:30]
seeing the agenda. And maybe that's normal, but I think for me, I would have rather heard from you
prior to this what was in the works. Does that make sense? It does. I'm trying to recall back to um
Mrs. Hack did a presentation about our future innovations. I believe that was back in June to the
board, for which she showed a model. And I'm just going from memory, so if I've got this wrong,
somebody please correct me, where she talked about these changes and what the future changes would
be and the expansion of taking.

[02:03:30–02:04:00]
Miller and moving it across the street. It may not have been as uh specific as what you're saying,
to which telling you, hey, this is what the future is. But she did give a thumbnail of what the
future looked like for that complex of moving things around and that the future of Miller was going
to go into that building. Well, we have to have a DAEP. And so I don't know. That was our first stab
at informing the board of what our long range plan was for that. Now remember this also, guys, we're
we're at we're not at an ending stage on this program. We're at like",0,5,0
62,2:04:00,2:06:00,"[02:04:30–02:05:00]
if if yeah, if the program was going to take this long to do, we're like here. Like we're on the
five-yard line. We got ninety-five yards to go. If this is something that the board is uncomfortable
with, that you think, no, this may not be the direction the district needs to go, we don't think we
should, then don't approve the item, and we don't have to do that. Now I'm not telling you not to
approve the item because I believe in the item, okay? But if you feel uncomfortable now, at the same
time, if you think about it, you hear about it, um, you process more in the future, and that we do
approve.

[02:05:00–02:05:30]
VLK to bring back a design. If at that time you look at it and all your questions are not answered,
don't approve the design and don't build it. You know what I mean? P pause again. But I wouldn't say
we're at the finish line on this at all. You know, guys, we're two years out from this. This is
like, guys, we're at the very beginning of this. So I don't mean to try to No, I I understand that,
but I and I'm not saying it's not needed. I'm just saying I would have preferred to know that we
this was the route we were going and then we were moving from the first yard line to the five yard
line. I would just think with

[02:05:30–02:06:00]
finance committee that might have come up, but it never was brought up. So um maybe in the future if
we could just uh if I could be given a little more notice, I think that would be helpful to
everybody. Oh Mr. President, I I wanna I wanna say something. So I I do remember the presentation. I
really liked that presentation'cause it was like kind of a wasn't a cartoon, but it was it was a vi
it was a graphic. And it was fun. It showed that so I guess in my mind",0,5,0
63,2:06:00,2:08:00,"[02:06:00–02:06:30]
I I realize, Mrs. Teamy, that you're you know, you haven't been on the board as long as I have, but
and maybe we just have a different perspective of things. But I guess in my mind I saw that as like
the warning of it, you know, that that this was coming. And sometimes the way I kind of envision the
way the district has to work sometimes is sometimes you have to make a decision right now. And so
we're not this isn't using bond money, because obviously, you know, the next uh bond you don't think
committee will meet even until twenty twenty seven. Right. So

[02:06:30–02:07:00]
So I think we get kind of used to the knowing about things because of the bond committees. And then
we know what's in the package and all that. This isn't one of those things. I think that's um but I
did like that presentation and I I do remember it and I I'm excited about this. I think it's gonna
be awesome. Mr President. Ms. Fox. So correct me if I'm wrong, but uh Doctor Grigorski I I served on
many design committees too before this and like on

[02:07:00–02:07:30]
I served on the design committee for the Merrill Center in the administration building where we sit
today, right? And that was like a big fat deal. I was a really big deal back then. I was a KOBD, but
there were only two parents in that whole meeting. But we met with the architects and they talked
about here's a rough idea. Where would you see everybody was there? Finance was there and curriculum
was there. Everyone in the whole building was there, and it was like, what do you need in this
space? And then they met independently.

[02:07:30–02:08:00]
independently with every department. What do you need? What spaces do you need? Where do you need to
be near the front door like if you were HR right at the front door and the tax where you paid your
pack taxes right at right? So that's what we're starting, right? VLK is the architect and they're
going to come up with a what are you thinking and how that and they're going to take all their input
and help design what the need is and what does a space need to look like. So all that's coming. And
so you're right, we're right at the very beginning. I remember that presentation too there was the
hint and here we are. It's",0,5,0
64,2:08:00,2:10:00,"[02:08:30–02:09:00]
the very, very first step here for for our decision. I also want to echo Mrs. Teamy in that I
remember when the I can't rem I the the teacher thing, what's it called? Uh the the where we grow
our own teachers? ACP. ACP alternative certification program. Certification program. And here it is,
and here it is, and we're voting on it. And I looked over to Shush and when I was sitting there and

[02:09:00–02:09:30]
I was sitting there in my favorite chair in the world on that corner right there. And I said, Where
did that come from? And he said, Grigorski. And I was like, Well dad come, what a good idea. And I
didn't know a thing about it. But what a great idea. Now we have eighty teachers, right, that we've
already hired. So um you have really good ideas. You don't need my approval on everything. That one
was a really good one. And so I remember when we were voting on it going, I don't did I miss
something? Yeah, good idea. Go. Mr. President. Thank you, sir. Um so just uh I appreciate Miss
Temey's comments and I I

[02:09:30–02:10:00]
I agree with her. I would have liked a little more uh some of the nuts and bolts of your thoughts
that you shared tonight. It just before would have been nicer. Um and and just so everyone
understands, I did go back and pull up the presentation from uh June. Um and it that's where I think
you know it was kind of floated to me. It was just it was an idea, a consideration. It's on slide
sixteen, and there's one slide, and it doesn't talk about the OAC being built half the size. So
that's the that's the shocker. It's a very big",0,5,0
65,2:10:00,2:12:00,"[02:10:00–02:10:30]
change. And that's not reflected and that was just June. That was last month, or excuse me, two
months ago, um when it was presented. So I think that's where the Yeah. I had to refresh my memory
too. So I pulled that presentation up from June as well. And there is a slide there and it's got a
photograph of the Opportunity Awareness Center and uh and it does say planning considerations can
continued. Um relocated, but it says on there relocate the Opportunity Awareness Center to allow for
expansion for a second MCTC campus to support increased access. And I'm with you.

[02:10:30–02:11:00]
I get it. You know, I mean maybe we didn't tell you every future plan or exactly what that meant,
but I thought that was being very transparent to the board that in this innovative stuff we're we
we're working towards, that we did have a plan or an idea, okay, that we were going to relocate the
OAC. And I get it, we didn't tell you we're going to shrink it half size or use virtual or whatever.
Some we were still waiting on the legislation to get through and how that would work and what's
going on. And like I said, that's why I say, guys, we're on the five-yard line and we got ninety-
five more yards to go. You know, it's we're

[02:11:00–02:11:30]
No, it's we're we're we haven't made those full decisions of anything. But I am c I'm telling you,
when it comes to um trying to be more efficient for this board, you know, I mean the board has
tasked me with finding a balanced budget. I'm all over that idea. We look at things, but if I come
with ideas, and and I appreciate your support, Ms. Fox, on that because we do come with some pretty
fantastic ideas. I get it's changing all, but if I'm gonna show you a model where we can be more
efficient in the future and save millions of dollars out of our budget, guys, that's just what we
gotta do. Or the flip side.

[02:11:30–02:12:00]
is I can continue bringing budgets that are deficit, but I need you to support them that way. You
know what I mean? One or the other's got to give. And I and I'm not saying that like an ultimatum.
I'm just telling you, the state is not gonna help us in the future. And I'll put this one on the
record too, just so everybody knows it. We just they just passed a huge funding bill. That thing was
huge, HP two. But do you realize there is no zero new monies next school year? Nothing. That's
right. Okay, so think about that as we build next year's budget.",0,5,0
