chunk_id,window_start,window_end,text,,,,,,binary_hit
46,1:32:00,1:34:00,"[01:32:00–01:32:30]
and I'm not opposed to accountability, but I see it constricting what you can do, constricting local
control. From a competitive standpoint, I said this last year, and y'all uh I saw it in your
legislative priorities, and I I applaud you for it. I I've told you we have 360,000 teachers. We
were losing about 40,000 teachers a year in Texas. We lost about 60,000 last year. One out of every
three new teachers now is is certified through an alternative certification.

[01:32:30–01:33:00]
program. It's okay. There's some good alternative certification programs, but what that says is who
wants to teach. And why are teachers leaving? Why would parents leave? Why, and and I've just used,
I've used them before. Mitchell and Laura Moses live in Fort Worth, Texas. They're blessed, they're
lucky. Mitchell's an attorney. They have two girls in Fort Worth ISD. They can move them and put
them in another school, and people in

[01:33:00–01:33:30]
School and people encourage them to do that because they think the school and the classroom is not
orderly. I didn't say safe, although that's a whole nother subject y'all have to deal with. But when
when teachers are assaulted verbally when they can't teach, when they are spit on, when they are
hit, they don't want to stay. And not only that, and I think y'all do a nice job. You put an you put
a lot of emphasis on this, but but what's happening in Texas?",,,,,,1
47,1:34:00,1:36:00,"[01:34:00–01:34:30]
in in Texas is that people parents are encouraged to look elsewhere. Teachers are thinking I need to
be elsewhere if the classroom is not orderly. Safe is you just make an assumption that it's safe.
But I think this business with with teachers leaving and parents leaving is is only addressed
through pretty firm action in chapter 37. And some people have said well Mike are you saying zero
tolerance and I'm saying the

[01:34:30–01:35:00]
And I'm saying because they don't like that word. A lot of people don't like zero tolerance. And I'm
saying, well, I'm saying pretty close. Because if you're if you're not if you're going to permit
teacher in Corsicana, Texas, the first week of school this year got her eye put out by a thrown
chair by a student. Thirty teachers in DeSota High School walked out of school last year because of
lack of control, lack of discipline. Since school started this year, Denton ISD has said seventy two
incidences between a teacher fiscal.

[01:35:00–01:35:30]
Fiscal between a ph a teacher and a student. Garland has had 127. I don't know if y'all are in that
survey that was done or not, but it was it was pretty compelling. I had a visit with um, I'll just I
had a we had a visit with with the chief of staff for the speaker of the house about this subject.
Um it was a very good meeting. And it was it was to help get understanding of of this problem that
that

[01:35:30–01:36:00]
That the schools you're if you're gonna compete with people who are getting vouchers, if you're
gonna compete with private schools, charter schools, whatever, and they can do things you can't do,
you know who's you know who you're gonna be educating, don't you? You're gonna be educating who the
others can't or won't. And I just think what John, you're you're right on if you if you gotta
recognize we we're okay competing. I think you're okay competing. You're superintendent or okay
competing. But if you say you've got to take kids that",,,,,,1
48,1:36:00,1:38:00,"[01:36:00–01:36:30]
others won't or don't, and you can't do these things to them. You can't call the parent. I didn't
say the, well, I I'll say the guardian. Whether it's the mother, the father, the aunt, the uncle,
the grandmother, grandma. We all know, we all know these the homes are not always like we thought
the homes would be when we were growing up. But there is a guardian, someone that presented the
child to your school district to fill out an admissions form, be admitted in.

[01:36:30–01:37:00]
Form to be admitted into school. And if you can't, if you can't engage them, and by say can't, if
you can't say, I'm sending this child home for five days or three days, we need a timeout. Because
it's not that one my son and his wife are fine with whoever their kids go to school with. They want
that real life experience in a diverse setting. They just, but they don't want one person keeping 22
or 23 from learning.

[01:37:00–01:37:30]
To me on this whole issue of school choice, if that's not addressed in chapter 37 of the Texas
Education Code to give you, as trustees, local control to empower the superintendent and the
principal and the teacher. And not we don't want to hurt kids. We don't want to be hurtful or unfair
or unkind, but we want to protect the classroom for the 22, 23, 24 others. And if you're not allowed
to do that, then I think you're

[01:37:30–01:38:00]
gonna be that then that's another little nit at local control. I'm skeptical that they'll do that
because I think the unfortunate part that I've been most disappointed is in driving vouchers or ESAs
it's been to demonize public school to drive fear to get what you want. And so the lack of those
examples that you're citing about lack of control in the classroom is exactly what I think the
politicians pushing vouchers want and are using and so",,,,,,0
49,1:38:00,1:40:00,"[01:38:30–01:39:00]
And say and sensationalizing even. No doubt about it. And uh but again, though the those that that
choose to be honorable, and there are some honorable ones, they know that chapter 37 in the code
needs to be amended and it needs to be changed. And if it's if it's not, then yeah, it's they're
gonna b they can use that to continue to whip you. Uh say, yeah, you just you don't have any control
there. You don't have any control. And and y you'd say, well, we need to be able to do some things.

[01:39:00–01:39:30]
we're we're no longer allowed to do. Well no you can do anything you want to. Well not in keeping
with the code. I think you are even you're even limited now to in school suspension to three days,
Jennifer. Is it three days per um in fact I never saw when the commissioner put that out was it
three days for the semester, three days for the year, three days for how well it depends. So um and
Shannon if you're listening and Courtney you guys taught special ed um so it's three days at a at a
time. So that

[01:39:30–01:40:00]
a kid could have multiple suspensions, but then you get you get you get you have to turn all that
in. As you know, all your data gets gets sent in or it's sent in through the student information
information system. And then you get you get in trouble if you have too many. And then you're
considered unsafe. So it's like, and then so and that's for your your general ed kid, but you know,
um, so for your special education population, and you guys please feel free to pop in. That's really
where you you have a huge issue because we have, you know.",,,,,,0
50,1:40:00,1:42:00,"[01:40:00–01:40:30]
right now we have several things we're looking at in terms of long long range planning for uh
programmatically and facilities wise. And one of the things that we are needing to think about and
consider is the growing number of um special ed um students that we have in our system. And it's not
we're not talking about just the inclusion like learning disabled, it's it's it's the uh the autism,
kids with significant behavioral challenges. Um and you're very, very limited as to what you can
what you can do through.

[01:40:30–01:41:00]
the art with students that have those very, very extremely challenging behaviors where they're you
know throwing chairs and hitting and doing all this stuff. And so I would argue that too is another
whole nother layer on on top of all of this. And you can't find special education teachers, you
know, at we we have some kids that are in our high school um uh A B adaptive behavior units. They
are, you know, they're like six three and they weigh like you know 250 pounds. I mean they're huge.
And you've got um a teacher that

[01:41:00–01:41:30]
a teacher that's l you know Lisa sizer you know in the classroom trying to trying to manage and they
and they do a great job but these but the kids have um behavioral challenges and so certain things
set them off that wouldn't maybe set off another kid in a classroom. So it's not it's not that they
don't have good classroom management. It's that anything could trigger and then you've got, you
know, the to me it's you know it's it's it's sad that we have to put pads in the classroom. Like we
have teachers that have we have to train to um you know the pads you have when you're I guess you're
like

[01:41:30–01:42:00]
you're kickboxing, you know, the pad. We've we have teachers that have to be trained to use those
pads because they have to protect themselves when kids at that size get out of control. I mean, I'm
just I know I see that even just high school. It's true. It's true. It happens. I taught adaptive
behavior for seven years. You can't send the kids home. I mean, just seven years, I lost a tooth,
had a black eye, had four different bloody noses. Those are all separate incidences. And that you
can't do anything. I mean, that is the most",,,,,,0
51,1:42:00,1:44:00,"[01:42:30–01:43:00]
restrictive environment. So you can't you cannot do anything with them once they're there. Now, the
on the flip side is you can it is so hard to get kids into that environment, which that was the
safest environment for those kids. It was the right placement. But it's they have now tied our hands
behind our back through the art process that you can't get these kids what they need to be
successful. You just can't. And so then now instead of putting these kids in this environment where
they could be successful, where we could rehabilitate them.

[01:43:00–01:43:30]
We've now left them in the general population, so now nobody's learning because they have destroyed
the environment. They've just they've harmed the teachers, they've destroyed the environment,
they've hurt other children. I mean, it's it's ridiculous. And I guess I'm to the point now where
I'm a year and a half, two years into this side of education versus my years in the other side, and
I'm frustrated and I'm just down about how do we really make a difference in things, because it's

[01:43:30–01:44:00]
as if everything is stacked against us and they want us to fail. And that's exhausting when
everything is stacked against us to be able to do a job. And by the way, most people don't go into
education to make money. Most people go into education because there's a calling to it. And so when
you have the people who have the calling not wanting to be there, we have no hope going forward when
it comes to educating.",,,,,,0
52,1:44:00,1:46:00,"[01:44:00–01:44:30]
Stress and my biggest worry about as a trustee is how do we get anything done in an environment, A,
that's completely stacked against you? B, everybody is a me first mentality that we that we try to
change, and nobody knows how to work together anymore. And it's like you're here, here. And anyone
who tries to work to to make things better or different or that change, it's it's impossible to do
it. So I guess

[01:44:30–01:45:00]
where I am right now as a trustee is I'm frustrated. I'm we all are doing our very best to serve,
but yet it's never good enough. It's never going to be what they want. And then in this, I've seen
this shift since COVID of this bullying. And it is it is people don't want to sit down and talk it
out. They just want to hammer you and move on. And maybe investigate you. And that too. And then
this fall, having gone through You're on purpose trying to get me started.

[01:45:00–01:45:30]
Is trying to get me started, aren't you? No. No. But this fall going through a whole and I've
testified in educational court cases before as an adaptive behavior teacher, but sitting in a
federal trial with a federal judge to change the way we elect people because that's going to make
things more fair, it's just it's the the anger has has set in within me, and I'm trying to channel
it. Trying to channel it for the betterment, for the good of who we serve. But I mean, I thought
you're

[01:45:30–01:46:00]
No, I I that's a great testimony and I appreciate you offering that because that's you've you've
been right there and and lived through it and you've experienced it and you're see and and you uh
you have a I understand the frustration and I and I think you've you pick up and you and then as the
trustees and and Jennifer and her team you pick up and then you you go forward the very best way
that you can but you do feel yeah I think you said it well the deck you feel like the deck is
stacked against you sometime. And I think you know that's kinda Chris is saying the same thing that
you know these",,,,,,0
53,1:46:00,1:48:00,"[01:46:00–01:46:30]
problems that you talk about are kind of they're used against you say, yeah, that's why we need uh
we need another uh we need some other mechanism. Uh and I you try to start you know you try to
recalibrate and you try to say, okay, I totally get that. That's such a good that's something I
didn't think of going forward. And then you start to try to go in another direction and it's like
it's just you just keep taking hits from ever all sides. So to the point like last year I was so as
a new trustee so hopeful and so excited.

[01:47:00–01:47:30]
And and I still have that excitement about all the great things we can do, but man, it gets buried.
It gets buried by everything that you that comes at you. And so you're you're trying, but you know,
I'm just I'm more my eyes are more open to the to the world of trying to get things done in
education. Please keep please keep striving, keep swinging though. I mean I'm not sure. Yeah, no, I
mean we we are, but sometimes it's not. I've watched all of you come on the board and I've I've
watched all of you be as new trustees, but and I've I've seen you grapple.

[01:47:30–01:48:00]
with this and I've watched you learn that there are things dad gummit, I wish I we could we and and
and some of Jennifer's watched this and I've watched it from the places I've worked and the things
I've seen and and it's caused me great frustration. Um and I and again all I can uh uh uh uh say is
you you are still you're still the bulwark of public education in terms of good governance. We don't
get anything done if we don't have good governance. I I hear what Courtney's saying and I I guess
what what comes to mind and good governance I think is a",,,,,,0
54,1:48:00,1:50:00,"[01:48:00–01:48:30]
you hear that a lot, right? Um what I find interesting is I'm not sure everyone understands that
when you start sitting in these seats, you are to you are asked to make some black and white
decisions on very great topics. And I think what's occurred, and I'm not going to say it started
along the lines of, say, when Reagan said, Yeah, we can't have all the you know, we've done some
injustices to our mental folks by keeping them in asylum, so let's not have that model. Well, now
you've seen the creep of homelessness and things like that. But I think probably around the same
time in our schools.

[01:48:30–01:49:00]
we kind of said, well, we can't just kick everyone out of our classrooms that has a behavioral
problem. So now we're going to put the burden of adapting behavior or restoring justice and
discipline to our students and the teachers. Well, that's not what education is, right? But but
that's what we've done. So, you know, I think to Courtney's point, it's frustrating to feel like the
the deck is stacked against us, but legislators have actually done that as cultural norms change.

[01:49:00–01:49:30]
And I think what's compounded it is now we've seen this influence of the fringe and marginalized,
and you have many instances where the tail is wagging the dog, right? So yeah, let's just take
religion out of it, right? You know, uh I think most humans would argue that we'd like to see the
propagation of our species. Right? Well then why would you do anything to dismiss the value of a
family unit or you know legitimate biological gender norms that

[01:49:30–01:50:00]
That don't lead to the propagation of a species, right? We're the only species that kind of does
stuff like that. So you then begin to say, well, what are we doing? Right? Honestly, I I think if
you're from another planet, you come down and you see what's going on here, they say, You guys have
lost your mind, right? But that influences our laws, which then influences our ability to govern as
a board trustee. And so again, kind of just going back to you know where I've landed and
frustrations, where where can you make the change? Oh, you can do some things here, and I think we
fight the good fight.",,,,,,0
55,1:50:00,1:52:00,"[01:50:00–01:50:30]
and yeah, people aren't gonna like you. You don't take this position because people are gonna like
you. In fact, I would challenge anyone who's looking to run for this position to ask themselves, do
you really care about what people say about you on social media? I mean, shoot, I think most of us
have been called. You better not care because you will get pounded. I think I I think I might have
mentioned that to y'all a year or two ago. Don't live on social media for your evaluation on the
board. Or heck, even your friends don't like you anymore. So don't let it drive who you are, right?
Don't let yourself be defined by that. So if you're that person that is defined by the same thing,
you're not

[01:51:00–01:51:30]
That person that is defined by social status or you know people's opinions of you, then I would
argue think long and hard before you try to sit in the seat. Because you have to make some of these
decisions and be the arbiter of good governance, and you're gonna have to combat that fringe and
marginalism that is beginning to influence society. And I think those are the folks that need to
step up right now. And I think you saw that on November 5th, right? Yeah. Yeah. No, I think it's
that was that's not my that's my last slide that I'd had up there today. You've already taken me to
the almost to the end, but um

[01:51:30–01:52:00]
Um the you know you have to just what you said, John, and I think all of you are saying, yeah, and I
and I've said to you before, don't live on don't don't live on social media to get affirmation. It's
it's it's not a there and and think about this, is there any accountability for anything that's said
on social media? No, there's there's none. That's the biggest me society that you can find is social
media. And that doesn't do anything to help. Yeah. And and I've used my youngest son as",,,,,,0
56,1:52:00,1:54:00,"[01:52:00–01:52:30]
an example with y'all before who was on the round rock board, and I've told him you gotta you gotta
you gotta understand the difference between happiness and joy. You know, happiness can come and go.
You know, hey my team won. Oh well, my team lost. Well, yeah. But the joy, it's and that that has
that brings gratification, satisfaction. That you yeah, you may not have this position, this seat,
and you're gonna all decide how probably how long are the community.

[01:52:30–01:53:00]
Long or the community will decide how long you're put in trust of it. But you know, it's kind of
like I opposed to the board a year or two ago that separated with their superintendent. And and they
were getting beat up pretty badly. And it was, but it was over, it wasn't over academic issues, it
was over arguments about the social issues. And I and my question was anybody here take vacations?
Yeah. Anybody here got uh how hobbies? Yeah. Anybody here got kids, grandkids spend time with? Yeah.
Anybody, church? Yeah. So if somebody said you can't be a trustee anymore.

[01:53:00–01:53:30]
are you gonna quit doing all that other stuff? No. I'm just gonna do more of it. Find the joy in
this, and it's hard. I know, I know that these this this is a there's a lot of joy in it. There is,
and I said there's a lot of sweet stories that you have to remember. There are a lot of sweet
stories that are going on in Spring Branch ISD every day. And you we probably don't even know all of
them. You but you may get to know about a few of them. But

[01:53:30–01:54:00]
But but I think you know I I would encourage you to not let people steal your joy. Don't let other
people steal your your joy. They're they're gonna disagree with you. Chris and I were talking about
people that just you know just it's hard to make them happy. Happy to hard to get them to yes, you
know. And and y'all are doing good work. Now you can't get satisfied. No, no arrogance. We stay we
stay hungry. We we keep climbing. We don't get satisfied. But but we we do take a moment and
celebrate.",,,,,,0
57,1:54:00,1:56:00,"[01:54:00–01:54:30]
when the kids do well and when our teachers do well. And we say we say good. And we hope the
community recognizes that we're trying hard too as trustees. But I would say that one thing that I
have learned over the year, and it just took me a little while to get back there, but it was great.
Like anytime we feel anytime I feel stacked against, or I'm not making a difference, or we're not
doing enough, or we could be doing it better or different, just going and being in a school, just
spending some time.

[01:54:30–01:55:00]
in a school and seeing the little faces running around all the way to the big faces in high school,
like it it gives you a renewance and a resolve as to what you're doing and what you're trying to do.
It's just, you know, year to year as a trustee, as you grow and develop and mature, you start to see
the differences. So, but there's still, and I tell everybody who calls me with something that they
want to talk about with the district, there is still so much more good going on in school districts
and in public education than bad. We only talk about the bad because that's what's exciting and fun.

[01:55:30–01:56:00]
and that's what people want to gripe about, but there's so much good going on. So Well, and it's at
the end of the day, uh this is how I always think about it to myself. At the end of the day, I ask
myself, did I make did I do the right thing? Did I make the best decision I could with the
information I had? Were my motives pure and just and was was I trying to do and if if I can tell
myself yes, then I'm fine. You're good. I'm that yeah. That that's all I can do. And well it's and
you pr you read",,,,,,0
58,1:56:00,1:58:00,"[01:56:00–01:56:30]
you read your materials, you prepare, you ask questions of Jennifer and the team, you satisfy
yourself as to what is uh a reasonable uh position to take, a path forward, and then you vote. And
then you go home. But as I've told Mason, if you go home and read social media about what they think
of your vote, you're gonna be pretty miserable. Just vote and be happy. And that you did just what
you said, Lisa. You did your you did your due diligence, you did your homework.

[01:56:30–01:57:00]
you asked the questions, you cast the best vote that you could, and an informed vote. You know,
y'all have heard me say, people say sometimes, well, why are y'all y'all are unanimous too much? No,
we study, we read, we ask questions, and we reach a logical conclusion. We may not be unanimous all
the time, that's okay too. You know, but but we are seeking common ground and we're seeking to move
this district forward, and we are doing it as thoughtfully as we can as trustees. Well, I don't
think what what people realize, and I certainly didn't appreciate.

[01:57:00–01:57:30]
before I was in the seat is you know we don't just show up and vote on an issue. You know, we have
small meetings with senior staff, each of us are liaisons on different issues and topics, and you
know, we do are allowed by law to discuss things in executive sessions. So a lot of things, a lot of
times by the time you you take the vote, it's already been tinkered with, adjusted behind the
scenes. We've offered our input to

[01:57:30–01:58:00]
to Dr. Blaine and her staff and and they have adjusted depending on some of the concerns we've
expressed. So by the time a lot of times that you get to the vote, you've already tinkered with it
and to arrive at what you're ultimately going to vote on. And y'all and again my observations
watching y'all's meetings is it's y'all are y'all are doing that well. And again that that helps you
make better decisions in that kind of in that kind of setting. I also think it probably again",,,,,,0
59,1:58:00,2:00:00,"[01:58:00–01:58:30]
gives you a little more satisfaction as trustees as you as you're trying to move the for the
district forward. Before we go, and I'm gonna wrap up here in just a minute, I just wanted to hit
hit the this is the we've already kind of covered the Americ the American education, Texas public
education, a little bit about uh locally where you are and what you're trying to do and I've and I
think your legislative priorities by the way, I I I was thought you were on point. And I and I know
that some of those are pretty um

[01:58:30–01:59:00]
Um what's the word that I'm looking for to say that uh ambitious, but I'm glad. Um and I would and I
would talk about those, and I would keep talking about those. In terms of your work together, um you
are uh you have become, I think, a high functioning board. Uh and you're gonna continue those long
as long as schools are we have schools to have some tough issues. Uh I hope not as

[01:59:30–02:00:00]
many as you've had to deal with the last couple of two or three years. But I suspect you're gonna
you're gonna find some. Two or three years ago, we talked about high stakes issues. And those high
stakes issues, I think what allowed y'all to to do so well was y'all hung together. And even though
you may have some disagreements, that if you're gonna face high stakes",,,,,,0
60,2:00:00,2:02:00,"[02:00:00–02:00:30]
Takes issues and you want those issues to be settled. That doesn't mean you want to ever go back and
look at them again, but if you want to settle them for the moment, the importance of being together
is important. I don't again, I've I've said to you before, 7 0 votes are not always uh don't don't
have to take place. You all have the a vote, and you've heard me say I used to tell my board I won't
I won't tell you how to vote if you don't tell me what to recommend. And we'll be good. But we're
gonna keep searching for how to how to

[02:00:30–02:01:00]
be together, how to move together, it sends a very clear signal to the community. And these concerns
that you have that you voiced today that I think are you've bit all been very thoughtful. Um and you
have given this a lot of your contemplation and your time. But the community sees you moving
together. And even if there's a disagreement it's a it's a well thought out disagreement. And then
and then you come back together and you move together. And I think that's

[02:01:00–02:01:30]
And I think that that serves the community well. It serves you as trustees well, and it certainly
helps Jennifer. I'm always happy to be here, always observing, watching you, kind of watching what's
going on in your your board meetings and observing Jennifer, and I appreciate the opportunity to
work with you. Is there anything we hadn't talked about you'd like to put on the table that uh or
something you wanted to say today? Say, well, uh Mike's gonna be there today and we're gonna have a
visit, and I want to be sure I get to say this. Is there anything you haven't been able to say?

[02:01:30–02:02:00]
today that you'd like to put on the table. Okay. I think y'all have uh been great. Thanks for your
contributions, thanks for your thinking, and I will continue to pull for you and uh watch with
interest. I know you'll have a busy busy spring. And uh Jennifer, thank you, and thank the president
very much for letting me be here today. Thank you, Dr. Moses. We always enjoy having you and and
getting your perspective.",,,,,,0
61,2:02:00,2:04:00,"[02:02:00–02:02:30]
um and leading these discussions. I think it's productive and we always just really appreciate you
having. And you should let your wife come and shop. Well, she's been here before, but she stayed, I
think, at the West End last year. Thank y'all for letting me participate via Zoom. Of course. Good
to be with you. Um yeah, but she's not she's not I've told y'all she's not much of a shopper, but
she is one very good buyer. And uh but she used to live down here, she grew up down here in
scenario, so she enjoyed.

[02:02:30–02:03:00]
Well Merry Christmas to you. There being no further business to come before the board, the special
meeting is adjourned. The time is now eleven twenty eight.",,,,,,0
